NFL Blitz 2000 Video Game (c) 1999 Midway Games -  (09/12/99 00:20:37) page 1

PLBUILD version 3.0G

Bank Information
----------------

Bank name: TKBANK3.BNK

Size of .BNK file including header: 643458 bytes ($9D182 bytes)

Size of playlist table: 996 bytes ($3E4 bytes)

Size of playlist and sound data only: 642328 bytes ($9CD18 bytes)

Checksum: $0A00

Total number of playlists: 172 ($AC)

Total number of sound files: 176 ($B0)

Average bit rate for bank: 22.7 kbits/sec

Total linear amount of sound: 3:45.108 (min:sec.msec)



Playlist Table

  Dec  Hex   # Trks  Video  Pinball  Description
TKGOTDFL         5696      234  0:01.797     25.36  HENRY -v7.50 -vb47 -vi7 -vt3 
TKHRDLES         1846       85  0:00.653     22.62  HENRY -v7.50 -vb47 -vi7 -vt3 
TKINTRC1         3398      149  0:01.144     23.76  HENRY -v7.50 -vb47 -vi7 -vt3 
TKITGOOD         3452      158  0:01.213     22.76  HENRY -v7.50 -vb47 -vi7 -vt3 
TKJUKES          1190       81  0:00.622     15.30  HENRY -v7.50 -vb47 -vi7 -vt3 
TKKCKUP1         2814      122  0:00.937     24.03  HENRY -v7.50 -vb47 -vi7 -vt3 
TKLKING1         2064       97  0:00.745     22.16  HENRY -v7.50 -vb47 -vi7 -vt3 
TKLKLK2          4284      194  0:01.490     23.00  HENRY -v7.50 -vb47 -vi7 -vt3 
TKLNNGFG         3478      178  0:01.367     20.35  HENRY -v7.50 -vb47 -vi7 -vt3 
 
NFL Blitz 2000 Video Game (c) 1999 Midway Games -  (09/12/99 00:20:37) page 9


Region Table (continued)

File         Size      Length   Length    Bitrate   Compression
Name         bytes     frames   seconds   kbit/sec  Parameters
-----------  --------  -------  --------  --------  -----------
TKMDWNFD         4144      169  0:01.298     25.54  HENRY -v7.50 -vb47 -vi7 -vt3 
TKNOGOOD         2884      129  0:00.991     23.29  HENRY -v7.50 -vb47 -vi7 -vt3 
TKNOPRSS         2782      141  0:01.083     20.55  HENRY -v7.50 -vb47 -vi7 -vt3 
TKONFIR2         4916      218  0:01.674     23.49  HENRY -v7.50 -vb47 -vi7 -vt3 
TKOOOCTH         5526      232  0:01.782     24.81  HENRY -v7.50 -vb47 -vi7 -vt3 
TKOOOH1          5566      197  0:01.513     29.43  HENRY -v7.50 -vb47 -vi7 -vt3 
TKPONBRD         4804      223  0:01.713     22.44  HENRY -v7.50 -vb47 -vi7 -vt3 
TKSAFETY         2304      107  0:00.822     22.43  HENRY -v7.50 -vb47 -vi7 -vt3 
TKSCRPSS         2220      116  0:00.891     19.94  HENRY -v7.50 -vb47 -vi7 -vt3 
TKSHDING         3158      146  0:01.121     22.53  HENRY -v7.50 -vb47 -vi7 -vt3 
TKSPINS1         1280       78  0:00.599     17.09  HENRY -v7.50 -vb47 -vi7 -vt3 
TKSTIFFI         1960       96  0:00.737     21.27  HENRY -v7.50 -vb47 -vi7 -vt3 
TKSUCKED         2336      131  0:01.006     18.58  HENRY -v7.50 -vb47 -vi7 -vt3 
TKTD1            4636      179  0:01.375     26.98  HENRY -v7.50 -vb47 -vi7 -vt3 
TKTIPPED          880       54  0:00.415     16.98  HENRY -v7.50 -vb47 -vi7 -vt3 
TKTKEXPT         4412      188  0:01.444     24.45  HENRY -v7.50 -vb47 -vi7 -vt3 
TKUNCLLD         3824      185  0:01.421     21.53  HENRY -v7.50 -vb47 -vi7 -vt3 
TKUNLSHS         3174      131  0:01.006     25.24  HENRY -v7.50 -vb47 -vi7 -vt3 
TKUPNOVR         4024      165  0:01.267     25.40  HENRY -v7.50 -vb47 -vi7 -vt3 
TKWDOPN2         6202      236  0:01.812     27.37  HENRY -v7.50 -vb47 -vi7 -vt3 
TKWHOCLL         2812      153  0:01.175     19.14  HENRY -v7.50 -vb47 -vi7 -vt3 
TKWTHHUG         4682      208  0:01.597     23.45  HENRY -v7.50 -vb47 -vi7 -vt3 
TKWTIME          2346      112  0:00.860     21.82  HENRY -v7.50 -vb47 -vi7 -vt3 
 
NFL Blitz 2000 Video Game (c) 1999 Midway Games -  (09/12/99 00:20:37) page 10


Summary

Total Average Bitrate:  22.7 kbits/sec
Total Time:             3:45.108 minutes
Total Number of .CMP's: 176
Total Size of .CMP's:   624.20 kbytes
